iteration,total_runs,obs_realization,par_realization,din,all_params
6,936,87,86,4.71439,0.948851
6,936,88,87,4.65671,0.767614
6,936,89,88,4.63293,0.0734122
6,936,90,89,4.6899,0.0390331
6,936,91,90,4.64866,0.774031
6,936,92,91,4.48705,0.0334087
6,936,93,92,5.32909,0.242081
6,936,94,93,4.5092,0.0609604
6,936,95,94,9.02116,2.64701
6,936,96,95,4.47644,0.0147489
6,936,97,96,4.69706,0.104272
6,936,98,97,4.54326,0.275152
6,936,99,98,4.82304,0.345713
6,936,base,base,4.48546,0.102909
7,1075,1,0,4.61046,0.914429
7,1075,2,1,4.71256,0.042128
7,1075,3,2,4.73017,0.0477554
7,1075,4,3,4.67999,0.916653
7,1075,5,4,4.70977,0.119565
7,1075,6,5,4.61458,0.0989236
7,1075,7,6,4.71481,2.04133
7,1075,8,7,4.72323,0.378122
7,1075,9,8,4.64464,0.0505615
7,1075,10,9,4.73442,0.735988
7,1075,11,10,4.70421,0.0446996
7,1075,12,11,4.71963,0.435454
7,1075,13,12,4.52187,1.00737
7,1075,14,13,6.19161,1.26485
7,1075,15,14,4.5797,0.147544
7,1075,16,15,4.71823,0.651711
7,1075,17,16,4.70954,0.677412
7,1075,18,17,4.43806,0.82339
7,1075,19,18,4.63648,1.44777
7,1075,20,19,4.79278,2.58639
7,1075,21,20,4.5688,0.0788107
7,1075,22,21,4.69852,0.0347613
7,1075,23,22,4.76287,0.215193
7,1075,24,23,4.70494,0.655018
7,1075,25,24,4.51901,0.607383
7,1075,26,25,4.63784,0.767538
7,1075,27,26,4.73328,0.68487
7,1075,28,27,4.64867,0.675438
7,1075,29,28,4.69341,0.751713
7,1075,30,29,4.7528,0.0273784
7,1075,31,30,4.68449,0.744526
7,1075,32,31,4.45769,0.25139
7,1075,33,32,4.70603,0.177807
7,1075,34,33,4.55436,0.167214
7,1075,35,34,4.8443,0.164905
7,1075,36,35,5.35499,0.29923
7,1075,37,36,4.74501,0.0430939
7,1075,38,37,4.64006,0.738533
7,1075,39,38,4.62806,0.238492
7,1075,40,39,4.79566,0.650222
7,1075,41,40,4.64139,0.712986
7,1075,42,41,4.74692,0.176583
7,1075,43,42,4.61065,0.668578
7,1075,44,43,4.73293,0.295286
7,1075,45,44,4.94508,1.62772
7,1075,46,45,4.68326,0.0295663
7,1075,47,46,4.76699,1.20156
7,1075,48,47,4.76457,0.0523608
7,1075,49,48,4.68558,0.732069
7,1075,50,49,4.75819,0.732492
7,1075,51,50,4.64614,0.0277426
7,1075,52,51,4.55148,0.0587249
7,1075,53,52,4.63646,0.0141928
7,1075,54,53,4.75564,0.0110308
7,1075,55,54,4.75496,0.624424
7,1075,56,55,4.73966,0.413495
7,1075,57,56,4.79291,0.629015
7,1075,59,58,4.65402,0.741373
7,1075,60,59,4.6746,0.654576
7,1075,61,60,4.8819,0.846578
7,1075,62,61,4.75393,0.660572
7,1075,63,62,4.64251,0.0451767
7,1075,64,63,4.75743,0.75136
7,1075,65,64,5.64211,0.9889
7,1075,66,65,4.96203,0.746012
7,1075,67,66,4.58443,0.0822158
7,1075,68,67,7.66357,1.3893
7,1075,69,68,4.74141,0.144625
7,1075,70,69,4.64,0.849922
7,1075,71,70,4.66954,0.760445
7,1075,72,71,4.69108,0.43731
7,1075,73,72,4.63385,2.45517
7,1075,74,73,4.71559,1.34755
7,1075,75,74,4.66584,0.235707
7,1075,76,75,4.76737,0.235601
7,1075,77,76,4.53746,0.236147
7,1075,78,77,4.67819,0.616443
7,1075,79,78,4.74425,0.0810557
