date,Loads (kg),Concentration (mg/L),Flow (ML),Q (m3/s),Load (t)
9/01/2018,1.791572,0.361204032,4.96,0.0574,0.001791572
10/01/2018,2.011662,0.356046372,5.65,0.0654,0.002011662
11/01/2018,2.002035,0.353092593,5.67,0.0656,0.002002035
12/01/2018,2.266528,0.351945342,6.44,0.0746,0.002266528
13/01/2018,2.551253,0.351896966,7.25,0.084,0.002551253
14/01/2018,2.163872,0.344017806,6.29,0.0728,0.002163872
15/01/2018,10.550188,0.339671217,31.06,0.3595,0.010550188
16/01/2018,36.677323,0.336273247,109.07,1.2624,0.036677323
17/01/2018,18.833188,0.336727838,55.93,0.6473,0.018833188
18/01/2018,2.882435,0.345615707,8.34,0.0965,0.002882435
19/01/2018,2.042127,0.32674032,6.25,0.0723,0.002042127
20/01/2018,1.608746,0.323041365,4.98,0.0576,0.001608746
21/01/2018,1.260185,0.319034177,3.95,0.0457,0.001260185
22/01/2018,1.140241,0.315856233,3.61,0.0417,0.001140241
23/01/2018,1.044926,0.310989881,3.36,0.0389,0.001044926
24/01/2018,1.150687,0.309324462,3.72,0.0431,0.001150687
25/01/2018,1.909556,0.314589127,6.07,0.0703,0.001909556
26/01/2018,29.984603,0.302477585,99.13,1.1473,0.029984603
27/01/2018,19.643941,0.298994536,65.7,0.7605,0.019643941
28/01/2018,9.480973,0.30107885,31.49,0.3645,0.009480973
29/01/2018,5.373615,0.320239273,16.78,0.1942,0.005373615
30/01/2018,3.905431,0.320906409,12.17,0.1409,0.003905431
31/01/2018,3.131125,0.309399704,10.12,0.1172,0.003131125
1/02/2018,4.070855,0.312901998,13.01,0.1506,0.004070855
2/02/2018,2.128597,0.284571791,7.48,0.0866,0.002128597
3/02/2018,1.861217,0.280303765,6.64,0.0769,0.001861217
4/02/2018,101.385159,0.327196666,309.86,3.5864,0.101385159
5/02/2018,165.915907,1.027152275,161.53,1.8696,0.165915907
6/02/2018,78.856951,1.149518236,68.6,0.7939,0.078856951
7/02/2018,43.291591,1.165946431,37.13,0.4297,0.043291591
8/02/2018,22.750915,1.205027278,18.88,0.2185,0.022750915
9/02/2018,17.459205,1.183674915,14.75,0.1707,0.017459205
10/02/2018,14.053805,1.135202342,12.38,0.1433,0.014053805
11/02/2018,9.208085,1.016344923,9.06,0.1049,0.009208085
12/02/2018,6.87992,0.921006693,7.47,0.0864,0.00687992
13/02/2018,6.273746,0.862963686,7.27,0.0841,0.006273746
14/02/2018,5.982804,0.809581055,7.39,0.0855,0.005982804
15/02/2018,7.196452,0.787357987,9.14,0.1058,0.007196452
16/02/2018,8.001106,0.754821321,10.6,0.1227,0.008001106
17/02/2018,11.380429,0.66396902,17.14,0.1984,0.011380429
18/02/2018,17.960084,0.596680532,30.1,0.3484,0.017960084
19/02/2018,9.291039,0.588785741,15.78,0.1826,0.009291039
20/02/2018,6.988987,0.536376592,13.03,0.1508,0.006988987
21/02/2018,12.214649,0.430244769,28.39,0.3286,0.012214649
22/02/2018,12.940483,0.373786337,34.62,0.4007,0.012940483
23/02/2018,50.282451,0.260059224,193.35,2.2378,0.050282451
24/02/2018,164.12481,0.499117508,328.83,3.8059,0.16412481
25/02/2018,154.504993,0.528855016,292.15,3.3813,0.154504993
26/02/2018,53.491117,0.292556973,182.84,2.1162,0.053491117
27/02/2018,29.556877,0.219167114,134.86,1.5609,0.029556877
28/02/2018,62.660648,0.163272312,383.78,4.4419,0.062660648
1/03/2018,133.257992,0.245945133,541.82,6.271,0.133257992
2/03/2018,52.807111,0.154334554,342.16,3.9602,0.052807111
3/03/2018,172.245156,0.273339929,630.15,7.2934,0.172245156
4/03/2018,40.507296,0.208886634,193.92,2.2444,0.040507296
5/03/2018,25.481067,0.243186362,104.78,1.2127,0.025481067
6/03/2018,18.880977,0.277498192,68.04,0.7875,0.018880977
7/03/2018,15.462612,0.309747837,49.92,0.5778,0.015462612
8/03/2018,14.218063,0.329350544,43.17,0.4996,0.014218063
9/03/2018,14.865344,0.342204052,43.44,0.5027,0.014865344
10/03/2018,13.693179,0.337603033,40.56,0.4695,0.013693179
11/03/2018,11.911848,0.33079278,36.01,0.4168,0.011911848
12/03/2018,10.038421,0.329452609,30.47,0.3527,0.010038421
13/03/2018,8.485553,0.328897403,25.8,0.2986,0.008485553
14/03/2018,7.741916,0.324608637,23.85,0.276,0.007741916
15/03/2018,7.017068,0.320414064,21.9,0.2535,0.007017068
16/03/2018,5.437976,0.323304162,16.82,0.1947,0.005437976
17/03/2018,4.797815,0.319428429,15.02,0.1738,0.004797815
18/03/2018,4.598277,0.312382948,14.72,0.1703,0.004598277
19/03/2018,4.263725,0.306963643,13.89,0.1608,0.004263725
20/03/2018,3.65922,0.298955882,12.24,0.1416,0.00365922
21/03/2018,3.735684,0.292307042,12.78,0.1479,0.003735684
22/03/2018,4.101039,0.281278395,14.58,0.1687,0.004101039
23/03/2018,8.934418,0.25005368,35.73,0.4136,0.008934418
24/03/2018,21.819001,0.237912997,91.71,1.0615,0.021819001
25/03/2018,37.676957,0.217245903,173.43,2.0073,0.037676957
26/03/2018,92.670895,0.225098727,411.69,4.765,0.092670895
27/03/2018,61.08112,0.258796373,236.02,2.7317,0.06108112
28/03/2018,31.659307,0.261280078,121.17,1.4024,0.031659307
29/03/2018,16.315888,0.260845532,62.55,0.7239,0.016315888
30/03/2018,10.536874,0.259592855,40.59,0.4697,0.010536874
31/03/2018,7.983227,0.263125478,30.34,0.3511,0.007983227
1/04/2018,6.898753,0.267082966,25.83,0.299,0.006898753
2/04/2018,988.05754,0.36506702,2706.51,31.3253,0.98805754
3/04/2018,1844.833853,0.306632137,6016.44,69.6347,1.844833853
4/04/2018,476.914134,0.149761542,3184.49,36.8576,0.476914134
5/04/2018,176.466456,0.120245618,1467.55,16.9855,0.176466456
6/04/2018,84.555144,0.132591843,637.71,7.3809,0.084555144
7/04/2018,55.16016,0.167787559,328.75,3.805,0.05516016
8/04/2018,40.81857,0.202192243,201.88,2.3366,0.04081857
9/04/2018,30.10142,0.237168453,126.92,1.469,0.03010142
10/04/2018,25.430317,0.271807578,93.56,1.0829,0.025430317
11/04/2018,22.994641,0.296017521,77.68,0.8991,0.022994641
12/04/2018,20.969004,0.265598531,78.95,0.9138,0.020969004
13/04/2018,59.905597,0.227691361,263.1,3.0452,0.059905597
14/04/2018,76.179984,0.183001787,416.28,4.8181,0.076179984
15/04/2018,77.728254,0.129978184,598.01,6.9214,0.077728254
16/04/2018,37.048408,0.116894075,316.94,3.6683,0.037048408
17/04/2018,32.141235,0.166138918,193.46,2.2391,0.032141235
18/04/2018,26.913982,0.212573904,126.61,1.4654,0.026913982
19/04/2018,22.308477,0.243250213,91.71,1.0614,0.022308477
20/04/2018,20.2448,0.271523605,74.56,0.863,0.0202448
21/04/2018,18.313049,0.29972257,61.1,0.7072,0.018313049
22/04/2018,16.912019,0.327942971,51.57,0.5969,0.016912019
23/04/2018,18.433672,0.356206222,51.75,0.599,0.018433672
24/04/2018,18.584803,0.384460137,48.34,0.5595,0.018584803
25/04/2018,18.169162,0.412373173,44.06,0.51,0.018169162
26/04/2018,17.95221,0.440436948,40.76,0.4717,0.01795221
27/04/2018,18.32711,0.46884395,39.09,0.4524,0.01832711
28/04/2018,18.082469,0.497454443,36.35,0.4207,0.018082469
29/04/2018,16.802409,0.53205855,31.58,0.3655,0.016802409
30/04/2018,16.785711,0.565746916,29.67,0.3434,0.016785711
1/05/2018,20.435349,0.583367085,35.03,0.4054,0.020435349
2/05/2018,22.750313,0.606998746,37.48,0.4338,0.022750313
3/05/2018,22.561838,0.614931534,36.69,0.4246,0.022561838
4/05/2018,21.707461,0.620922797,34.96,0.4046,0.021707461
5/05/2018,21.546205,0.627437536,34.34,0.3975,0.021546205
6/05/2018,21.34432,0.633926938,33.67,0.3897,0.02134432
7/05/2018,21.153938,0.640058638,33.05,0.3825,0.021153938
8/05/2018,20.974557,0.646564642,32.44,0.3755,0.020974557
9/05/2018,20.775343,0.65372382,31.78,0.3679,0.020775343
10/05/2018,20.587548,0.660068868,31.19,0.3609,0.020587548
11/05/2018,20.379782,0.667095974,30.55,0.3536,0.020379782
12/05/2018,20.183187,0.67389606,29.95,0.3466,0.020183187
13/05/2018,19.997688,0.680656501,29.38,0.3401,0.019997688
14/05/2018,19.761793,0.687845214,28.73,0.3325,0.019761793
15/05/2018,19.567534,0.69413033,28.19,0.3263,0.019567534
16/05/2018,19.363778,0.701586159,27.6,0.3194,0.019363778
17/05/2018,19.150543,0.708492157,27.03,0.3128,0.019150543
18/05/2018,18.938164,0.715187462,26.48,0.3065,0.018938164
19/05/2018,18.706199,0.722247066,25.9,0.2997,0.018706199
20/05/2018,18.505263,0.7297028,25.36,0.2935,0.018505263
21/05/2018,18.294915,0.737103747,24.82,0.2872,0.018294915
22/05/2018,18.176256,0.743101226,24.46,0.2831,0.018176256
23/05/2018,18.239767,0.748758908,24.36,0.282,0.018239767
24/05/2018,18.434608,0.753663451,24.46,0.2831,0.018434608
25/05/2018,18.901512,0.757272115,24.96,0.2888,0.018901512
26/05/2018,19.408083,0.76050482,25.52,0.2954,0.019408083
27/05/2018,19.913954,0.763571856,26.08,0.3018,0.019913954
28/05/2018,20.291732,0.762560391,26.61,0.308,0.020291732
29/05/2018,20.221622,0.742895738,27.22,0.3151,0.020221622
30/05/2018,20.002697,0.720558249,27.76,0.3212,0.020002697
31/05/2018,19.783868,0.697843668,28.35,0.3281,0.019783868
1/06/2018,19.575148,0.676404561,28.94,0.335,0.019575148
2/06/2018,19.306212,0.654226093,29.51,0.3415,0.019306212
3/06/2018,19.057441,0.632087595,30.15,0.349,0.019057441
4/06/2018,18.758494,0.61062806,30.72,0.3556,0.018758494
5/06/2018,18.449607,0.588691991,31.34,0.3627,0.018449607
6/06/2018,18.140845,0.566724305,32.01,0.3705,0.018140845
7/06/2018,17.781775,0.545620589,32.59,0.3772,0.017781775
8/06/2018,17.422882,0.524311827,33.23,0.3847,0.017422882
9/06/2018,17.054035,0.503217321,33.89,0.3922,0.017054035
10/06/2018,16.634967,0.482172957,34.5,0.3993,0.016634967
11/06/2018,16.336936,0.460974492,35.44,0.4102,0.016336936
12/06/2018,16.008935,0.440896034,36.31,0.4202,0.016008935
13/06/2018,15.650855,0.421288156,37.15,0.43,0.015650855
14/06/2018,15.252755,0.401071654,38.03,0.4402,0.015252755
15/06/2018,14.844746,0.381416906,38.92,0.4505,0.014844746
16/06/2018,14.376509,0.361400427,39.78,0.4605,0.014376509
17/06/2018,13.908492,0.34173199,40.7,0.4711,0.013908492
18/06/2018,13.380195,0.321871422,41.57,0.4811,0.013380195
19/06/2018,12.842148,0.301955043,42.53,0.4923,0.012842148
20/06/2018,12.861182,0.281734545,45.65,0.5284,0.012861182
21/06/2018,13.863718,0.261925524,52.93,0.6126,0.013863718
22/06/2018,11.605397,0.242943207,47.77,0.5528,0.011605397
23/06/2018,9.304786,0.222549294,41.81,0.484,0.009304786
24/06/2018,8.056956,0.202690717,39.75,0.4601,0.008056956
25/06/2018,6.929825,0.182989834,37.87,0.4383,0.006929825
26/06/2018,6.076793,0.1630916,37.26,0.4312,0.006076793
27/06/2018,5.274421,0.143093353,36.86,0.4266,0.005274421
28/06/2018,4.491946,0.123337342,36.42,0.4215,0.004491946
29/06/2018,3.719611,0.103293835,36.01,0.4167,0.003719611
30/06/2018,2.98782,0.083528655,35.77,0.414,0.00298782
